2740.92	-0.9
2746.48	-1.06
2751.34	-1.28
2756.21	-1.16
2759.68	-1.06
2764.55	-0.98
2768.72	-1.47
2774.28	-1
2779.84	-1.21
2781.23	-1.35
2786.09	-1.39
2791.65	-1.2
2797.21	-1.36
2802.77	-1.3
2807.63	-1.08
2811.8	-1.05
2817.36	-1.04
2821.53	-0.97
2827.09	-1.04
2834.74	-1.18
2838.21	-1.15
2843.77	-1.11
2848.64	-1.02
2852.81	-0.97
2856.98	-0.72
2862.54	-0.84
2867.4	-0.54
2872.96	-0.68
2877.83	-0.54
2887.55	-0.89
2891.03	-0.78
2894.5	-0.93
2898.67	-0.83
2904.23	-0.9
2907.71	-0.87
2911.88	-0.75
2916.74	-0.84
2921.61	-0.85
2928.56	-0.98
2932.03	-0.91
2936.9	-0.71
2941.76	-0.94
2948.02	-0.99
2954.27	-1.03
2960.53	-1.16
2964	-1.14
2969.56	-1.13
2975.12	-1.19
2979.29	-1.13
2988.32	-1.2
2993.19	-1.15
2997.36	-1.01
3001.53	-1
3007.78	-0.96
3011.95	-0.88
3016.12	-0.59
3021.68	-1.03
3025.16	-0.76
3031.41	-0.72
3036.28	-1.04
3043.92	-0.99
3048.78	-0.79
3051.56	-0.98
3056.43	-0.75
3060.6	-1
3064.77	-1.05
3068.24	-0.95
3073.11	-0.63
3076.58	-0.83
3080.75	-1.29
3081.95	-0.98
3084.73	-0.96
3085.43	-1.17
3090.29	-1.16
3095.85	-1.1
3100.02	-1
3104.89	-1.18
3107.67	-0.99
3109.06	-1.1
3112.53	-0.9
3115.19	-0.98
3117.27	-1.08
3122.83	-1.1
3127	-1.13
3132.56	-1.22
3136.73	-1.28
3141.59	-1.1
3146.46	-1.06
3152.71	-1.24
3158.27	-1.32
3168.7	-1.19
3174.95	-1.17
3179.12	-1.02
3183.99	-1.34
3188.16	-1.38
3193.72	-1.04
3197.89	-1.28
3202.06	-1.15
3207.62	-0.8
3211.79	-0.88
3215.96	-1
3220.82	-1.23
3224.99	-0.92
3229.85	-0.68
3235.41	-1.9
3240.97	-0.91
3246.53	-1.09
3251.4	-1.12
3256.26	-1
3259.74	-1.12
3263.91	-1.13
3268.77	-1.23
3272.94	-0.85
3277.11	-0.75
3281.98	-0.82
3287.54	-0.49
3292.4	-0.66
3297.26	-0.81
3302.82	-0.77
3308.38	-0.8
3312.55	-0.92
3318.81	-1.03
3323.67	-0.93
3329.23	-1.01
3334.1	-1.11
3339.66	-1.26
3343.83	-1.2
3349.39	-1.12
3355.64	-1.12
3361.2	-1.25
3368.85	-1.81
3373.71	-0.87
3378.57	-0.99
3384.13	-1.08
3390.39	-1.16
3395.25	-1.17
3402.2	-0.74
3407.07	-0.99
3413.32	-0.82
3416.8	-0.77
3422.36	-0.97
3427.92	-0.81
3432.78	-0.81
3438.34	-0.95
3445.99	-1.07
3449.46	-1.13
3454.32	-1.04
3459.19	-1.14
3464.05	-1.09
3468.22	-0.94
3483.51	-0.82
3488.38	-0.86
3493.24	-0.69
3498.11	-0.71
3503.67	-0.58
3508.53	-0.72
3513.4	-0.83
3519.65	-0.68
3523.82	-0.5
3531.47	-0.74
3534.94	-0.68
3540.5	-0.82
3544.67	-1.13
3548.84	-1.11
3554.4	-1.16
3559.26	-0.84
3562.74	-1.11
3567.6	-0.67
3572.47	-0.79
3579.42	-0.73
3581.5	-0.71
3586.37	-0.65
3591.93	-0.5
3597.49	-0.58
3601.66	-0.71
3606.52	-0.71
3610	-0.66
3617.64	-1.08
3619.43	-1.05
3623.02	-1.18
3625.54	-1.23
3627.69	-0.93
3631.28	-1.05
3634.51	-1.26
3636.67	-1.17
3639.18	-1.36
3642.41	-1.09
3646	-1.21
3648.51	-1.22
3651.02	-1.15
3652.82	-0.89
3654.97	-1.16
3657.49	-1.13
3659.64	-1.27
3662.51	-1.4
3665.38	-1.28
3667.9	-1.24
3670.77	-1.17
3674	-1.23
3676.51	-0.73
3677.95	-1.01
3681.18	-1
3683.33	-1.21
3686.21	-1.13
3688	-1.38
3690.51	-1.14
3693.03	-0.93
3695.18	-1.49
3698.05	-1.16
3700.92	-1.14
3702.07	-1.42
3703.86	-0.66
3706.02	-0.84
3708.89	-0.79
3713.19	-1.15
3717.14	-0.75
3720.37	-0.83
3724.32	-1.06
3727.2	-1.05
3730.07	-1.11
3734.73	-1.21
3736.53	-1.24
3739.4	-1
3742.27	-1.23
3744.79	-1.32
3746.94	-1.46
3749.45	-1.45
3752.32	-1.41
3754.12	-1.01
3757.71	-1.26
3760.18	-0.56
3763.19	-0.95
3766.2	-1.22
3769.21	-1.13
3772.22	-1.16
3775.23	-1.03
3778.24	-1.09
3781.25	-0.74
3784.26	-1.21
3787.27	-1.24
3790.28	-1.3
3793.29	-1.11
3796.29	-1.05
3799.3	-0.89
3802.31	-0.72
3805.32	-1.04
3808.33	-1.03
3811.34	-1.05
3814.35	-0.97
3817.36	-1.08
3820.37	-0.83
3823.38	-1.26
3826.39	-1.35
3832.41	-1.26
3835.42	-1.26
3838.43	-1.44
3841.43	-1.16
3844.44	-1.39
3847.45	-1.47
3850.46	-1.44
3853.08	-1.41
3855.69	-1.48
3858.3	-1.49
3860.92	-1.67
3863.53	-1.6
3866.14	-1.6
3868.76	-1.63
3871.37	-1.63
3873.98	-1.4
3876.6	-1.66
